date,match_id,url_match,home,away,home_score,away_score,matchweek
26/10/2025,ytxz0i1eppxxqupm27ktuln8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ytxz0i1eppxxqupm27ktuln8,Real Madrid,Barcelona,2,1,10
26/10/2025,zzqopgn9iz38xxwmgsl6ccus,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/zzqopgn9iz38xxwmgsl6ccus,Mallorca,Levante,1,1,10
25/10/2025,xpp766lmrig4xeolfmmtehp0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/xpp766lmrig4xeolfmmtehp0,Valencia,Villarreal,0,2,10
25/10/2025,10d1132abu0fa9xolj05top3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/10d1132abu0fa9xolj05top3o,Athletic,Getafe,0,1,10
25/10/2025,zkqu9lm76sa6ypjcluvnr578,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/zkqu9lm76sa6ypjcluvnr578,Espanyol,Elche,1,0,10
25/10/2025,wyrlnmec1exr7tyktusq0i6s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/wyrlnmec1exr7tyktusq0i6s,Girona,Oviedo,3,3,10
24/10/2025,xcapf185ght9jj3jcgj4v0us,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/xcapf185ght9jj3jcgj4v0us,Real Sociedad,Sevilla,2,1,10
20/10/2025,t6q5ftwcnm8os0cb3stk1kic,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/t6q5ftwcnm8os0cb3stk1kic,Alavés,Valencia,0,0,9
19/10/2025,uoe12e3coa1i9fov19pdukus,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/uoe12e3coa1i9fov19pdukus,Getafe,Real Madrid,0,1,9
19/10/2025,v3lhpsc6pb8pl9l3mu0evqj8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/v3lhpsc6pb8pl9l3mu0evqj8,Levante,Rayo,0,3,9
19/10/2025,ub49wftchgk7szozxswbslck,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ub49wftchgk7szozxswbslck,Celta,Real Sociedad,1,1,9
19/10/2025,vgz6kc0y9dz9ecnnqulzb578,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/vgz6kc0y9dz9ecnnqulzb578,Elche,Athletic,0,0,9
18/10/2025,tk5mkd96dh3cu38pb2k286qc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/tk5mkd96dh3cu38pb2k286qc,Atlético,Osasuna,1,0,9
18/10/2025,vue1zih02z58m1ihnz9pod90,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/vue1zih02z58m1ihnz9pod90,Villarreal,Betis,2,2,9
18/10/2025,txn45zihl3cp2bv3lj5rmot0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/txn45zihl3cp2bv3lj5rmot0,Barcelona,Girona,2,1,9
18/10/2025,wlegmdabr8ruispvl8gtzv9w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/wlegmdabr8ruispvl8gtzv9w,Sevilla,Mallorca,1,3,9
17/10/2025,w7ym83i7x7vql3mkid0zn3tg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/w7ym83i7x7vql3mkid0zn3tg,Oviedo,Espanyol,0,2,9
5/10/2025,qys0flp8cpyb6p1fsjh7d1xw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/qys0flp8cpyb6p1fsjh7d1xw,Celta,Atlético,1,1,8
5/10/2025,stfu1ncpwokjdp38odv9rb4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/stfu1ncpwokjdp38odv9rb4k,Real Sociedad,Rayo,0,1,8
5/10/2025,rp9h3yrxylg9bwywpccje8lw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/rp9h3yrxylg9bwywpccje8lw,Espanyol,Betis,1,2,8
5/10/2025,rbyhgw1kyp0ghg2qpvznvvv8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/rbyhgw1kyp0ghg2qpvznvvv8,Sevilla,Barcelona,4,1,8
5/10/2025,pftv5ujrolgrr85ijlnj728k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/pftv5ujrolgrr85ijlnj728k,Alavés,Elche,3,1,8
4/10/2025,qll7e8qbbmjfzxvwpi96cg0k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/qll7e8qbbmjfzxvwpi96cg0k,Real Madrid,Villarreal,3,1,8
4/10/2025,pt81qdbd7pkbnnkpq246rtw4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/pt81qdbd7pkbnnkpq246rtw4,Athletic,Mallorca,2,1,8
4/10/2025,q89ix5d2x25rptwlhkq27j10,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/q89ix5d2x25rptwlhkq27j10,Girona,Valencia,2,1,8
4/10/2025,sg2ifrolnrbubiys9n9n8844,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/sg2ifrolnrbubiys9n9n8844,Oviedo,Levante,0,2,8
3/10/2025,s2odkp4oybdaqou9lx1fd6ok,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/s2odkp4oybdaqou9lx1fd6ok,Osasuna,Getafe,2,1,8
30/9/2025,lqdgf26mjssi4yz9o00xco44,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/lqdgf26mjssi4yz9o00xco44,Valencia,Oviedo,1,2,7
28/9/2025,mulhl7s94em1faqw5y2499uc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/mulhl7s94em1faqw5y2499uc,Betis,Osasuna,2,0,7
28/9/2025,mh9g8wbjyoe3ub3ouu0nnsb8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/mh9g8wbjyoe3ub3ouu0nnsb8,Barcelona,Real Sociedad,2,1,7
28/9/2025,opadvx9ieaoaai2n08r4sqok,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/opadvx9ieaoaai2n08r4sqok,Elche,Celta,2,1,7
28/9/2025,nl5iakd17ewjayh3ah21iolw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/nl5iakd17ewjayh3ah21iolw,Rayo,Sevilla,0,1,7
27/9/2025,obyek5fw1lg9l72jn8omr4lw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/obyek5fw1lg9l72jn8omr4lw,Villarreal,Athletic,1,0,7
27/9/2025,nyhzbo7wncd07zhc7pysjris,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/nyhzbo7wncd07zhc7pysjris,Mallorca,Alavés,1,0,7
27/9/2025,m3rr5kwhsu6s770ey69xad5g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/m3rr5kwhsu6s770ey69xad5g,Atlético,Real Madrid,5,2,7
27/9/2025,n7tx1yzdm3jcvtma21rf6al0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/n7tx1yzdm3jcvtma21rf6al0,Getafe,Levante,1,1,7
26/9/2025,p2nr5z25p9svx0ssxbjiprmc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/p2nr5z25p9svx0ssxbjiprmc,Girona,Espanyol,0,0,7
25/9/2025,kkl8x55qltpl4g1v5260df6c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/kkl8x55qltpl4g1v5260df6c,Oviedo,Barcelona,1,3,6
25/9/2025,lcqefumn96v640d0yzsv7xuc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/lcqefumn96v640d0yzsv7xuc,Osasuna,Elche,1,1,6
24/9/2025,hxr2ojynmpps6ni1gbdsa1hw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/hxr2ojynmpps6ni1gbdsa1hw,Real Sociedad,Mallorca,1,0,6
24/9/2025,ioo3djrnoe5kcc2n7mypzbis,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ioo3djrnoe5kcc2n7mypzbis,Atlético,Rayo,3,2,6
24/9/2025,k7c27bcujfnarux79y4ike1g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/k7c27bcujfnarux79y4ike1g,Getafe,Alavés,1,1,6
23/9/2025,jtywnxc2k08euwiq1ssvws9g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/jtywnxc2k08euwiq1ssvws9g,Sevilla,Villarreal,1,2,6
23/9/2025,jfjnqx2yal5t4pcccve1zg9g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/jfjnqx2yal5t4pcccve1zg9g,Levante,Real Madrid,1,4,6
23/9/2025,j23bvmu4uuofecr7aaeurtw4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/j23bvmu4uuofecr7aaeurtw4,Espanyol,Valencia,2,2,6
23/9/2025,ib901b3xp60cmvf9jmlupqtw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ib901b3xp60cmvf9jmlupqtw,Athletic,Girona,1,1,6
27/8/2025,kxz64yu7ddap0d1agwdxugwk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/kxz64yu7ddap0d1agwdxugwk,Celta,Betis,1,1,6
21/9/2025,ekk0usjk6blgzpziu4ho01zo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ekk0usjk6blgzpziu4ho01zo,Barcelona,Getafe,3,0,5
21/9/2025,faxb5rfdawpnwaoof1j1o3ro,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/faxb5rfdawpnwaoof1j1o3ro,Elche,Oviedo,1,0,5
21/9/2025,gg5bnkuq3inqnecavarjo3dg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/gg5bnkuq3inqnecavarjo3dg,Mallorca,Atlético,1,1,5
21/9/2025,gtd7x0ncbf0phimiwpbxso44,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/gtd7x0ncbf0phimiwpbxso44,Rayo,Celta,1,1,5
20/9/2025,g1dat3xp3jfi5wvyc0njidxw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/g1dat3xp3jfi5wvyc0njidxw,Valencia,Athletic,2,0,5
20/9/2025,hkc1gww0pz1b950ulnh6lnv8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/hkc1gww0pz1b950ulnh6lnv8,Villarreal,Osasuna,2,1,5
20/9/2025,e7g814p4n7r5gtpdqewz89p0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/e7g814p4n7r5gtpdqewz89p0,Alavés,Sevilla,1,2,5
20/9/2025,h6rpuztodqc4wokrpyck2zv8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/h6rpuztodqc4wokrpyck2zv8,Real Madrid,Espanyol,2,0,5
20/9/2025,fo7f0yq3c06q4hrw7vamnnro,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/fo7f0yq3c06q4hrw7vamnnro,Girona,Levante,0,4,5
19/9/2025,exqzwxpls360bd9qf89ggff8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/exqzwxpls360bd9qf89ggff8,Betis,Real Sociedad,3,1,5
15/9/2025,c0ed2ycw3cur2spz99c0r2ms,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/c0ed2ycw3cur2spz99c0r2ms,Espanyol,Mallorca,3,2,4
14/9/2025,b88u5e429cnb6ng0i5t4f9jo,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/b88u5e429cnb6ng0i5t4f9jo,Barcelona,Valencia,6,0,4
14/9/2025,cqquj1075tqrewhxjjliqrys,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/cqquj1075tqrewhxjjliqrys,Osasuna,Rayo,2,0,4
14/9/2025,dh2jy2sqqln0u67dgau8p53o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/dh2jy2sqqln0u67dgau8p53o,Levante,Betis,2,2,4
14/9/2025,bn4f12euztq92l1rq86faj2s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/bn4f12euztq92l1rq86faj2s,Celta,Girona,1,1,4
13/9/2025,av0qyy8sbq3jo28muv6smb6c,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/av0qyy8sbq3jo28muv6smb6c,Atlético,Villarreal,2,0,4
13/9/2025,d3y8iv1iz7j4jz4loix4p9uc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/d3y8iv1iz7j4jz4loix4p9uc,Athletic,Alavés,0,1,4
13/9/2025,ahwl5kztusj3oxv74lxw8pas,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ahwl5kztusj3oxv74lxw8pas,Real Sociedad,Real Madrid,1,2,4
13/9/2025,cdmj53c561vyvy44s5q32p04,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/cdmj53c561vyvy44s5q32p04,Getafe,Oviedo,2,0,4
12/9/2025,du8jha9qxukb7ki17m3y3aj8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/du8jha9qxukb7ki17m3y3aj8,Sevilla,Elche,2,2,4
31/8/2025,a4rapcrtfjbf1vihoi65rm6s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/a4rapcrtfjbf1vihoi65rm6s,Rayo,Barcelona,1,1,3
31/8/2025,8o8bord6whrdh4yaej7v766s,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/8o8bord6whrdh4yaej7v766s,Espanyol,Osasuna,1,0,3
31/8/2025,9rnhp2t23qi248bbos0taxp0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/9rnhp2t23qi248bbos0taxp0,Betis,Athletic,1,2,3
31/8/2025,7xugcr8ngdrh3re1qvzjxnv8,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/7xugcr8ngdrh3re1qvzjxnv8,Celta,Villarreal,1,1,3
30/8/2025,77rmbjidsouxav300f54behg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/77rmbjidsouxav300f54behg,Real Madrid,Mallorca,2,1,3
30/8/2025,91dd8ia3m0bxoqzjgyo3ptsk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/91dd8ia3m0bxoqzjgyo3ptsk,Girona,Sevilla,0,2,3
30/8/2025,9eknjmjtkb8hdsde5htzqiac,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/9eknjmjtkb8hdsde5htzqiac,Oviedo,Real Sociedad,1,0,3
30/8/2025,7kvwnpl7nq950703yan4bspg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/7kvwnpl7nq950703yan4bspg,Alavés,Atlético,1,1,3
29/8/2025,6uofyrgo5n51e1rbx8n8eeqc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/6uofyrgo5n51e1rbx8n8eeqc,Valencia,Getafe,3,0,3
29/8/2025,8auqwdd7rhk8k4erd29m5c0k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/8auqwdd7rhk8k4erd29m5c0k,Elche,Levante,2,0,3
25/8/2025,3677z72kaa3hckjtmi5qnb4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/3677z72kaa3hckjtmi5qnb4k,Sevilla,Getafe,1,2,2
25/8/2025,3wb1lwo6vq5hm78d7jllzd3o,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/3wb1lwo6vq5hm78d7jllzd3o,Athletic,Rayo,1,0,2
24/8/2025,4zhv5gr0aqfz7e8e32rrx6hg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/4zhv5gr0aqfz7e8e32rrx6hg,Oviedo,Real Madrid,0,3,2
24/8/2025,3j6gjjg197ssn0pvnyq37itw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/3j6gjjg197ssn0pvnyq37itw,Villarreal,Girona,5,0,2
24/8/2025,6g1tozuo8an9qds56u85juhg,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/6g1tozuo8an9qds56u85juhg,Real Sociedad,Espanyol,2,2,2
24/8/2025,4mfxv5abl2kcamp8edxmwzkk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/4mfxv5abl2kcamp8edxmwzkk,Osasuna,Valencia,1,0,2
23/8/2025,5pp18hcr9ery2hv17q7q6eqc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/5pp18hcr9ery2hv17q7q6eqc,Levante,Barcelona,2,3,2
23/8/2025,49e80e647ljijc5bz8tqc2l0,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/49e80e647ljijc5bz8tqc2l0,Atlético,Elche,1,1,2
23/8/2025,62wqjuo2ykej3fzagx0scs9g,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/62wqjuo2ykej3fzagx0scs9g,Mallorca,Celta,1,1,2
22/8/2025,5chzep0qs16scjx4m95i8owk,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/5chzep0qs16scjx4m95i8owk,Betis,Alavés,1,0,2
19/8/2025,f46gwc0un9j7qzyfl4fpo6n10,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/f46gwc0un9j7qzyfl4fpo6n10,Real Madrid,Osasuna,1,0,1
18/8/2025,2t5f41usmgztitxkybrycidw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2t5f41usmgztitxkybrycidw,Elche,Betis,1,1,1
17/8/2025,1wwdsnnj2m9ewz1d1mgt7y8k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1wwdsnnj2m9ewz1d1mgt7y8k,Espanyol,Atlético,2,1,1
17/8/2025,ine2hgzsb0qatru98nl045w,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/ine2hgzsb0qatru98nl045w,Athletic,Sevilla,3,2,1
17/8/2025,z0rmb36p9jp9acw2he9dgk4,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/z0rmb36p9jp9acw2he9dgk4,Celta,Getafe,0,2,1
16/8/2025,f4pxrt9gy35rbm5zxmjvxu5uc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/f4pxrt9gy35rbm5zxmjvxu5uc,Valencia,Real Sociedad,1,1,1
16/8/2025,15ir6pt6au1v00gtef02v4k,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/15ir6pt6au1v00gtef02v4k,Alavés,Levante,2,1,1
16/8/2025,2d4xobwd1t1rd2kxlcjmqcyc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/2d4xobwd1t1rd2kxlcjmqcyc,Mallorca,Barcelona,0,3,1
15/8/2025,f56qt74kmg9pbt0ci47030mqc,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/f56qt74kmg9pbt0ci47030mqc,Villarreal,Oviedo,2,0,1
15/8/2025,1f9e25njwyjk6ruheatqgglw,https://www.scoresway.com/en_GB/soccer/primera-divisi%C3%B3n-2025-2026/80zg2v1cuqcfhphn56u4qpyqc/match/view/1f9e25njwyjk6ruheatqgglw,Girona,Rayo,1,3,1