team_name,team_code,Jersey Number,player_name,player_id,Short Display Name,Display Name
Elche CF,ELC,19,M. El Ghezouani,3b1t1bhcalqyj33n6zer7o86i,El Ghezouani,M. El Ghezouani
Elche CF,ELC,20,Á. Rodríguez,osme4gegtnhlldt4lsqf56ac,Rodríguez,Á. Rodríguez
Elche CF,ELC,21,L. Pétrot,dfss2zdkn61bbq312zhxlddyh,Pétrot,L. Pétrot
Elche CF,ELC,22,D. Affengruber,7o7vwlqxknci1fymzkn9hug6i,Affengruber,D. Affengruber
Elche CF,ELC,23,Víctor Chust,8nbnru9t2qxaotxw0hiaocdt5,Chust,V. Chust
Elche CF,ELC,24,L. Cepeda,d87uduceapind7lgv6273xedw,Cepeda,L. Cepeda
Elche CF,ELC,30,Rodrigo Mendoza,1filh68q6hdk921qkdo7rsvmc,Mendoza,R. Mendoza
Elche CF,ELC,32,A. El Mokhtari,9rr6g0wel9f0noof3d9dwrehg,El Mokhtari,A. El Mokhtari
Elche CF,ELC,35,A. Houary,1zpt144smsq4ggjpvfhq55udw,Houary,A. Houary
Elche CF,ELC,38,Alex Sánchez,coiof0pcf90xmyoea9ktrdn9w,Sánchez,A. Sánchez
Elche CF,ELC,39,Héctor Fort,8xjdsfk5u7wph4o7h1w45dses,Fort,H. Fort
Elche CF,ELC,42,Buba Sangaré,anzk8a183bh3gf3gcuz0v0tuc,Sangaré,B. Sangaré
Reial Club Deportiu Espanyol de Barcelona,ESP,1,Ángel Fortuño,1wylybleussatoxg8u6reao2y,Fortuño,Á. Fortuño
Reial Club Deportiu Espanyol de Barcelona,ESP,2,Rubén Sánchez,4ypoy27moehhbiaf3o1bntht6,Sánchez,R. Sánchez
Reial Club Deportiu Espanyol de Barcelona,ESP,4,Urko González de Zárate,7y8ns61qioqu7kfsqzkvkwhuy,González,U. González
Reial Club Deportiu Espanyol de Barcelona,ESP,5,Fernando Calero,2rqxh5mex336ci45jaw428y5l,Calero,F. Calero
Reial Club Deportiu Espanyol de Barcelona,ESP,6,L. Cabrera,6810qbng9pfg1bztczv11grmd,Cabrera,L. Cabrera
Reial Club Deportiu Espanyol de Barcelona,ESP,7,Javi Puado,e5qp6dh1prc55llew51zpy1gp,Puado,J. Puado
Reial Club Deportiu Espanyol de Barcelona,ESP,8,Edu Expósito,8qvqdjw1d58mw7420lpmk7bah,Expósito,E. Expósito
Reial Club Deportiu Espanyol de Barcelona,ESP,9,Roberto Fernández,5fqvl0m1rkzhj9tmafrcxur6c,Fernández,R. Fernández
Reial Club Deportiu Espanyol de Barcelona,ESP,10,Pol Lozano,74wjzeja92l4q8fpy1bkmcsfd,Lozano,P. Lozano
Reial Club Deportiu Espanyol de Barcelona,ESP,11,Pere Milla,1ore4ght7ls393tcpbmah9dcl,Milla,P. Milla
Reial Club Deportiu Espanyol de Barcelona,ESP,12,José Salinas,3ghychnf02zs5pmw2s0ds3p7u,Salinas,J. Salinas
Reial Club Deportiu Espanyol de Barcelona,ESP,13,M. Dmitrović,bahph7009sc73jl6s2bramn6d,Dmitrović,M. Dmitrović
Reial Club Deportiu Espanyol de Barcelona,ESP,14,Ramon Terrats,20ebw399jhbq0i5x2eacrrs6i,Terrats,R. Terrats
Reial Club Deportiu Espanyol de Barcelona,ESP,15,Miguel Rubio,6x42rn7aburucovfe7mke9ld6,Rubio,M. Rubio
Reial Club Deportiu Espanyol de Barcelona,ESP,16,C. Ngonge,a9z0jsjwfteq974bxwucvc4ix,Ngonge,C. Ngonge
Reial Club Deportiu Espanyol de Barcelona,ESP,16,L. Koleosho,4ho3e7wi6z5tq8g87l8tjtwtm,Koleosho,L. Koleosho
Reial Club Deportiu Espanyol de Barcelona,ESP,17,Jofre Carreras,59u1gn30f6bg5lr06zsglykq2,Carreras,J. Carreras
Reial Club Deportiu Espanyol de Barcelona,ESP,18,C. Pickel,a8ez7qv4n62b8s45pdo8u07o5,Pickel,C. Pickel
Reial Club Deportiu Espanyol de Barcelona,ESP,19,Kike García,4l2rgx65vzgrrxorbc1edq8yd,García,K. García
Reial Club Deportiu Espanyol de Barcelona,ESP,20,Antoniu Roca,1am59svvwz5idpdjq307dd5hw,Roca,A. Roca
Reial Club Deportiu Espanyol de Barcelona,ESP,22,Carlos Romero,5djkwcoflvxcv5oida6txfyp6,Romero,C. Romero
Reial Club Deportiu Espanyol de Barcelona,ESP,23,O. El Hilali,7h0b81yjiiu356rycsakgd0yc,El Hilali,O. El Hilali
Reial Club Deportiu Espanyol de Barcelona,ESP,24,T. Dolan,bce703taa20nxg814t2giuei,Dolan,T. Dolan
Reial Club Deportiu Espanyol de Barcelona,ESP,32,Lluc Castell,9se69u4no5q79ebv1bgjhcv84,Castell,L. Castell
Reial Club Deportiu Espanyol de Barcelona,ESP,38,C. Riedel,53bjqee7oomr7czgfmm1mcy96,Riedel,C. Riedel
Getafe CF,GET,2,D. Dakonam,9see13i1f0n1ju4uhs8sijutx,Dakonam,D. Dakonam
Getafe CF,GET,3,A. Abqar,br4wylyaeqyxoss5of7r51boq,Abqar,A. Abqar
Getafe CF,GET,4,Y. Neyou,6772p87u8cf9g6qyk5x414h61,Neyou,Y. Neyou
Getafe CF,GET,5,Luis Milla,ch1lxxbn01at4jmkafy4uevh1,Milla,L. Milla
Getafe CF,GET,6,Mario Martín,1riebanoqbl7brs1bm3lkgxlg,Martín,M. Martín
Getafe CF,GET,7,Juanmi,c4je25rkbg2n45xs5iurevhlh,Juanmi,Juanmi
Getafe CF,GET,7,Álex Sola,eucew4k6eswqr6emzsdg4if3d,Sola,Á. Sola
Getafe CF,GET,8,M. Arambarri,5gorfhj7uwpomrhlso1krxrkl,Arambarri,M. Arambarri
Getafe CF,GET,9,Borja Mayoral,52e2ogoex674bz6pcwluapdxx,Mayoral,B. Mayoral
Getafe CF,GET,10,M. Satriano,c68syh6axbkqmcmvrpumqb8mi,Satriano,M. Satriano
Getafe CF,GET,10,C. Uche,7kser55g81n3lqj9rjd2mwftg,Uche,C. Uche
Getafe CF,GET,11,A. Kamara,73mz7xafzid0mvbi59kb9u0dm,Kamara,A. Kamara
Getafe CF,GET,12,A. Nyom,6lz4bncnjfcm7wrtuiovguv2t,Nyom,A. Nyom
Getafe CF,GET,13,David Soria,vota9gwygxp3wc998tl7ldxx,Soria,D. Soria
Getafe CF,GET,14,Javi Muñoz,aohmwqhdb8hlp5lvqboh0t5g5,Muñoz,J. Muñoz
Getafe CF,GET,15,S. Boselli,4wkn0nrhl9gmaflvw2wdoup04,Boselli,S. Boselli
Getafe CF,GET,16,Diego Rico,dkt9892ixwnz1bkmgileo71sl,Rico,D. Rico
Getafe CF,GET,17,Kiko Femenía,6wpnjdlg2p8f19y3gjpz1su6t,Femenía,K. Femenía
Getafe CF,GET,18,Alex Sancris,1h9m92ke4lsj8jzb1l5wfqsmi,Sancris,A. Sancris
Getafe CF,GET,19,L. Vázquez,cei4ujo2jqzc9f0tmi8xgll62,Vázquez,L. Vázquez
Getafe CF,GET,20,Coba da Costa,czo50ep8l8ubnp8ifn6bx87pw,da Costa,C. da Costa
Getafe CF,GET,20,V. Birmančević,b3xdln1shzyzwkhzdmbb2fqax,Birmančević,V. Birmančević
Getafe CF,GET,21,Juan Iglesias,5lzbyj5i0cotpry4gneap8c89,Iglesias,J. Iglesias
Getafe CF,GET,22,Domingos Duarte,cue88fm1v1ysfuwhql68czydx,Duarte,D. Duarte
Getafe CF,GET,23,Adrián Liso,alz5rwbxued4hgkts0panocus,Liso,A. Liso
Getafe CF,GET,24,Z. Romero,buglwgk2hthoyqt1ocghya92i,Romero,Z. Romero
Getafe CF,GET,26,Davinchi,5cti09ebqg7or3stoh5k2mo7o,Davinchi,Davinchi
Getafe CF,GET,31,I. Bekhoucha,5oto675vo4ugk7nm22q4vkhsk,Bekhoucha,I. Bekhoucha
Getafe CF,GET,34,Hugo Solozábal,c756iuzmvsnw0fepg61hurbpw,Solozábal,H. Solozábal
Getafe CF,GET,37,Joselu Pérez,2tm16w51ewqjgabmx93rettsk,Pérez,J. Pérez
Getafe CF,GET,41,Jorge Montes,elstpch5la22e7wcn9cxp8avo,Montes,J. Montes
Getafe CF,GET,45,Alejandro Mestanza,cczre91rv404v648514qs00es,Mestanza,A. Mestanza
Getafe CF,GET,46,Damián,c6f2r0b5jfzwnia76b7p9yzo4,Damián,Damián
Girona FC,GIR,2,Hugo Rincón,eku9q64i0rwdxytris5ahfyms,Rincón,H. Rincón
Girona FC,GIR,3,Joel Roca,25h51j4zz5m180na6sy5ybbpw,Roca,J. Roca
Girona FC,GIR,4,Arnau Martínez,2nq5nzq35tfwc7po29dtwqp78,Martínez,A. Martínez
Girona FC,GIR,5,David López,4o0ei8wawffrg2hvnbmcxipxx,López,D. López
Girona FC,GIR,6,D. van de Beek,6gruusc463fdln5uz1uzhne8l,van de Beek,D. van de Beek
Girona FC,GIR,7,C. Stuani,6navc0x6p4yqy76zyo3zocwr9,Stuani,C. Stuani
Girona FC,GIR,8,Fran Beltrán,e3czx0nsuw10acnftbr8ud0bt,Beltrán,F. Beltrán
Girona FC,GIR,8,Portu,5l6e9nd0defapk1w2ucndowr9,Portu,Portu
Girona FC,GIR,9,Abel Ruiz,e5xv1rmy69kwuxjxin653ojqh,Ruiz,A. Ruiz
Girona FC,GIR,10,Y. Asprilla,1rhh9hzqzsp331scjcefanvo4,Asprilla,Y. Asprilla
Girona FC,GIR,11,T. Lemar,ejcyvgclry4g5pc2rtptifphx,Lemar,T. Lemar
Girona FC,GIR,12,Vitor Reis,bh4p6egq7e7htivuu0qdjqiac,Reis,V. Reis
Girona FC,GIR,13,P. Gazzaniga,eavhyxb9dfjh0jp5yzg8p8udx,Gazzaniga,P. Gazzaniga
Girona FC,GIR,14,C. Echeverri,b3sexumsdp9m96rkp5da0r47o,Echeverri,C. Echeverri
Girona FC,GIR,14,D. Camara,4ydaw14cc5uj77o8uafvt3578,Camara,D. Camara
Girona FC,GIR,15,V. Tsygankov,3auwtiburdxrp2i5me2d97f11,Tsygankov,V. Tsygankov
Girona FC,GIR,16,Alejandro Francés,8nxr373i7g1m2ch2lk6k03ckq,Francés,A. Francés
Girona FC,GIR,17,D. Blind,3kx4mltrob4yta5g6kr2u8ic5,Blind,D. Blind
Girona FC,GIR,18,A. Ounahi,41jb0ts5688xz8ell62rybm22,Ounahi,A. Ounahi
Girona FC,GIR,18,L. Krejčí,3vp8awfs73xgrh2krs24w6up5,Krejčí,L. Krejčí
Girona FC,GIR,19,V. Vanat,32ofi0z0euiqvxt5jk8o1uzxm,Vanat,V. Vanat
Girona FC,GIR,19,B. Miovski,8cpd4je0ku8wjumqeh3ruv10p,Miovski,B. Miovski
Girona FC,GIR,20,A. Witsel,59234as8h70fejyfm7492np3p,Witsel,A. Witsel
Girona FC,GIR,21,Bryan Gil,cjd62gwj9ptwrrtu6y6xnpeui,Gil,B. Gil
Girona FC,GIR,21,Y. Herrera,c320492cbp1otejfp1i1oane1,Herrera,Y. Herrera
Girona FC,GIR,22,J. Solís,2f1s166mgypfd94gce3k2cnx0,Solís,J. Solís
Girona FC,GIR,22,M. ter Stegen,2e55g4q93y382cg7h0yk5rtud,ter Stegen,M. ter Stegen
Girona FC,GIR,23,Iván Martín,9um7x9zd0e000zt57l3yearqh,Martín,I. Martín
Girona FC,GIR,24,Álex Moreno,3m7wjcmet9b8sc5tu0ct8j0et,Moreno,Á. Moreno
Girona FC,GIR,25,V. Krapyvtsov,9jhm9qxoeqad7lm5i2nemgwes,Krapyvtsov,V. Krapyvtsov
Girona FC,GIR,29,L. Kourouma,c4ef6mcyzxslw77ipml8sbk0k,Kourouma,L. Kourouma
Girona FC,GIR,32,J. Arango,5ykwmft0pr13p2uzhk7f2g3ys,Arango,J. Arango
Levante UD,LEV,1,Pablo Cuñat,3072da88jl9fou9gi2c5j3bx0,Campos,P. Campos
Levante UD,LEV,2,M. Moreno,4v3mcgy4w1n4g3vkq0fe7iwwk,Moreno,M. Moreno
Levante UD,LEV,3,A. Matturro,2y25g5wgiygxbp97r22o1a1as,Matturro,A. Matturro
Levante UD,LEV,4,Adrián de la Fuente,49230s4p4daocrftccqqbeqjt,de la Fuente,A. de la Fuente
Levante UD,LEV,5,Unai Elgezabal,4ig4kv8c1xew1jlsy1k2iga21,Elgezabal,U. Elgezabal
Levante UD,LEV,6,Diego Pampín,bqb9wziyiw0rngildx44uhxbd,Pampín,D. Pampín
Levante UD,LEV,7,Roger Brugué,dwvghrdrnqqmfiwwicm5lrskq,Brugué,R. Brugué
Levante UD,LEV,8,Jon Olasagasti,6lnttemmflhxp700fr069ty0a,Olasagasti,J. Olasagasti
Levante UD,LEV,9,Iván Romero,8kj8kbwbfiqloxiilj0i00ep6,Romero,I. Romero
Levante UD,LEV,10,Pablo Martínez,e98i1kwb733b830mk2wqdlene,Martínez,P. Martínez
Levante UD,LEV,11,José Luis Morales,9y7202khwzb48ea7im646m11x,Morales,J. Morales
Levante UD,LEV,12,Unai Vencedor,7x2c4pr7hvku5zp0dnjcpy0yy,Vencedor,U. Vencedor
Levante UD,LEV,13,M. Ryan,7udphhcokm6vralyz5gkovxsl,Ryan,M. Ryan
Levante UD,LEV,14,U. Raghouber,dlxi9jrz36ge900qdsd9c0mlm,Raghouber,U. Raghouber
Levante UD,LEV,14,Jorge Cabello,d1k9hj2ovhxue46mbdxy7wp3o,Cabello,J. Cabello
Levante UD,LEV,15,G. Koyalipou,5b9ycghp21qhv7qz6zuvblh49,Koyalipou,G. Koyalipou
Levante UD,LEV,16,K. Arriaga,kdf39fz73dd5n2nzlsuwbq3t,Arriaga,K. Arriaga
Levante UD,LEV,17,Víctor García,a5a9d3z93jct2dtg6ajpi26ay,García,V. García
Levante UD,LEV,18,Iker Losada,38igxi5sn8v00xtciwhqb44fe,Losada,I. Losada
Levante UD,LEV,19,Carlos Espí,cbh5v5yi380uvbt5z2xbxemfo,Espí,C. Espí
Levante UD,LEV,20,Oriol Rey,a91clevckra05nq55e1ztezmd,Rey,O. Rey
Levante UD,LEV,21,K. Etta Eyong,bl3o0pt262qax5cwv4jeu82s4,Etta Eyong,K. Etta Eyong
Levante UD,LEV,21,Sergio Lozano,djhl1u6idhf6u50lp04xu3f1l,Lozano,S. Lozano
Levante UD,LEV,22,J. Toljan,5oge5fhmna0oduqvjisoa1djp,Toljan,J. Toljan
Levante UD,LEV,23,Manu Sánchez,d34tmogp5h4rwuo3pcxtwp0fe,Sánchez,M. Sánchez
Levante UD,LEV,24,Carlos Álvarez,6gtfe9aysdrcht4v2rluu0ley,Álvarez,C. Álvarez
Levante UD,LEV,26,Kareem Tunde,20s72mrpp0gl3hd333zaows2c,Tunde,K. Tunde
Levante UD,LEV,27,Paco Cortés,6w641bd5laym8cnxg6mecsmqc,Cortés,P. Cortés
Levante UD,LEV,29,Nacho Pérez,a0810cmxke3zmwaqj31bo15hw,Pérez,N. Pérez
Levante UD,LEV,55,T. Abed,cmrror5dshow00mbi6nxh1es4,Abed,T. Abed
Real Club Deportivo Mallorca,MLL,1,Leo Román,5qh2kdatvb03o8oiqvkaaxje2,Román,L. Román
Real Club Deportivo Mallorca,MLL,2,Mateu Morey,5tsp2m5z3xie07ax0wq1qqsix,Morey,M. Morey
Real Club Deportivo Mallorca,MLL,3,Toni Lato,f1e3gi3dx3er2vz7loriw6e39,Lato,T. Lato
Real Club Deportivo Mallorca,MLL,4,M. Kumbulla,cddggachzf198p1yhq9owtofd,Kumbulla,M. Kumbulla
Real Club Deportivo Mallorca,MLL,5,Omar Mascarell,bkvvapojagxvj17nzk3oy8ct1,Mascarell,O. Mascarell
Real Club Deportivo Mallorca,MLL,6,Antonio Sánchez,2td3iejdken4orcduqrdutrhm,Sánchez,A. Sánchez
Real Club Deportivo Mallorca,MLL,7,V. Muriqi,3pwr7lqvo4o08c4nvzqpuue39,Muriqi,V. Muriqi
Real Club Deportivo Mallorca,MLL,8,Manu Morlanes,12qc3dkodeb8ykg6pc0kqf2l1,Morlanes,M. Morlanes
Real Club Deportivo Mallorca,MLL,9,Abdón Prats,2wdjbfzaiokiawrbn5wzsx61h,Prats,A. Prats
Real Club Deportivo Mallorca,MLL,10,Sergi Darder,7xmaybxu4zd5k338bi3drkxcl,Darder,S. Darder
Real Club Deportivo Mallorca,MLL,11,T. Asano,2bzdn7cqqonejqmlq85w8z6qd,Asano,T. Asano
Real Club Deportivo Mallorca,MLL,12,Samú Costa,1km9nvqz03yoj9cxpv127id7u,Costa,S. Costa
Real Club Deportivo Mallorca,MLL,13,L. Bergström,2f49etxdi4l2tsobpmsg5i5pm,Bergström,L. Bergström
Real Club Deportivo Mallorca,MLL,14,Dani Rodríguez,9e7b5cm66oxf26fmp33yuppsl,Rodríguez,D. Rodríguez
Real Club Deportivo Mallorca,MLL,15,Zito Luvumbo,e0gv5rugqtsipy89z4rk7hsoa,Luvumbo,Z. Luvumbo
Real Club Deportivo Mallorca,MLL,17,Jan Virgili,4cuha2o4qsp1tb8yhqu3ntij8,Virgili,J. Virgili
Real Club Deportivo Mallorca,MLL,18,Mateo Joseph,9d4cokmqyy9vabji5g0ascavo,Joseph,M. Joseph
Real Club Deportivo Mallorca,MLL,19,Javi Llabrés,4rcsvuxnotyjoo72f8okudh5g,Llabrés,J. Llabrés
Real Club Deportivo Mallorca,MLL,20,Pablo Torre,5kodjbsarkql4vhs126p2vhwq,Torre,P. Torre
Real Club Deportivo Mallorca,MLL,21,Antonio Raíllo,9dewnn65ylruq567thg7ebqhh,Raíllo,A. Raíllo
Real Club Deportivo Mallorca,MLL,22,J. Mojica,dfjph36vcwfj5cevut4x3vf11,Mojica,J. Mojica
Real Club Deportivo Mallorca,MLL,23,Pablo Maffeo,22dchchxwrsty67ultrs61qz9,Maffeo,P. Maffeo
Real Club Deportivo Mallorca,MLL,24,M. Valjent,9t88fceutc2x108ga0qkzkafp,Valjent,M. Valjent
Real Club Deportivo Mallorca,MLL,27,David López,3v254jhofauiadp9vzb7rb21g,López,D. López
Real Club Deportivo Mallorca,MLL,28,Miquel Salas,9wwzjoc2bl80vct0meb6v5yqc,Salas,M. Salas
Real Club Deportivo Mallorca,MLL,29,Luis Orejuela,8kb4bpoflaz0yy6m746jdbb4k,Orejuela,L. Orejuela
Real Club Deportivo Mallorca,MLL,30,Marc Domenech,5e8sf5791x5g5m9vmct6s3itw,Domenech,M. Domenech
Real Club Deportivo Mallorca,MLL,30,J. Kalumba,c3f7tpb57qho5z9agsxtcopas,Kalumba,J. Kalumba
Real Club Deportivo Mallorca,MLL,34,Javier Olaizola,7zerx4gqk5emuf33ufrnyldlg,Olaizola,J. Olaizola
Real Club Deportivo Mallorca,MLL,44,Miguel Calatayud,2qwc38fv5xdlro7ljyvihmmtw,Calatayud,M. Calatayud
CA Osasuna,OSA,1,Sergio Herrera,amjegysk3et638l4od103c7o5,Herrera,S. Herrera
CA Osasuna,OSA,2,Iker Benito,6nq6p1kfoejfmnzpckquv4tn8,Benito,I. Benito
CA Osasuna,OSA,3,Juan Cruz,8ij122duxc65thlj8flk2xdjp,Cruz,J. Cruz
CA Osasuna,OSA,5,Jorge Herrando,5b9awsil5bgqrsc13xsoj35nu,Herrando,J. Herrando
CA Osasuna,OSA,6,Lucas Torró,d3pdr28q2n295ldry2lc1uklx,Torró,L. Torró
CA Osasuna,OSA,7,Jon Moncayola,f4gpe0pxov8sea9e0fs24h8q2,Moncayola,J. Moncayola
CA Osasuna,OSA,8,Iker Muñoz,1wezo3pjdktc0iqaxze3uh2sq,Muñoz,I. Muñoz
CA Osasuna,OSA,9,Raúl García,cy3c0cj6yy1mokaj0mlk4k9re,García,R. García
CA Osasuna,OSA,10,Aimar Oroz,bpf2fcb73l96fwspo72shmkiy,Oroz,A. Oroz
CA Osasuna,OSA,11,Kike Barja,2zcha0sd7axiu2s2c0bccz2s5,Barja,K. Barja
CA Osasuna,OSA,13,Aitor Fernández,15no5m0njma23gf0ygu9agt05,Fernández,A. Fernández
CA Osasuna,OSA,14,Rubén García,9xbo6c8uq29ueuyinngjjiaj9,García,R. García
CA Osasuna,OSA,16,Moi Gómez,5t2ngljfiapcn98qlnbifg53p,Gómez,M. Gómez
CA Osasuna,OSA,17,A. Budimir,946z96r5q70ryslp3hlhafnx1,Budimir,A. Budimir
CA Osasuna,OSA,18,Raúl Moro,6km3r9cspyz7g6343o9mri63u,Moro,R. Moro
CA Osasuna,OSA,18,S. Becker,cywgibmici8hwp1ad1nhk3ufp,Becker,S. Becker
CA Osasuna,OSA,19,V. Rosier,3ex56ma2xf94ex429ay35gusp,Rosier,V. Rosier
CA Osasuna,OSA,20,Javi Galán,40gxfsz7bgrkdudqewlpxzyzt,Galán,J. Galán
CA Osasuna,OSA,21,Víctor Muñoz,d358ce00vstqg3ilinhcc10r8,Muñoz,V. Muñoz
CA Osasuna,OSA,22,E. Boyomo,5tiol5jc7h11oic9vvyu83fqi,Boyomo,E. Boyomo
CA Osasuna,OSA,23,Abel Bretones,bvs3rixmobb9gje6kfvhgb52i,Bretones,A. Bretones
CA Osasuna,OSA,24,Alejandro Catena,bi8nrmyaxsgbhixw921fzvm5l,Catena,A. Catena
CA Osasuna,OSA,29,Asier Osambela,b5muwvixv0nq4uylgzxz7302c,Osambela,A. Osambela
CA Osasuna,OSA,41,Íñigo Arguibide,609aarpl34780k5mkkwluvjf8,Arguibide,Í. Arguibide
Real Oviedo,OVI,1,H. Moldovan,58ne1a4dg1awsoh5ybmjrlhey,Moldovan,H. Moldovan
Real Oviedo,OVI,2,E. Bailly,9jw0h4escxh3eqz8oh860r3yt,Bailly,E. Bailly
Real Oviedo,OVI,3,R. Alhassane,4aszgga510z652sajxoea2has,Alhassane,R. Alhassane
Real Oviedo,OVI,4,David Costas,d6xt27yn0fv6f1g9de5yuwwyd,Costas,D. Costas
Real Oviedo,OVI,5,Alberto Reina,a4r44oe89pwoinogij6t0go6i,Reina,A. Reina
Real Oviedo,OVI,6,K. Sibo,7qoshvypodx2yovs65d29kgoa,Sibo,K. Sibo
Real Oviedo,OVI,7,I. Chaira,60b3ef904dyvuh61cgkajcley,Chaira,I. Chaira
Real Oviedo,OVI,8,Santi Cazorla,bw58qgyapbrlir4h629cr5uj9,Cazorla,S. Cazorla
Real Oviedo,OVI,9,F. Viñas,6nr7ekkfr3n9tr44z6fowj5gq,Viñas,F. Viñas
Real Oviedo,OVI,10,H. Hassan,7kyxr0ntcthtbohvozw93v52i,Hassan,H. Hassan
Real Oviedo,OVI,11,S. Colombatto,1u9sn1cu0pq16mina2q6d6dwp,Colombatto,S. Colombatto
Real Oviedo,OVI,12,Dani Calvo,ej7ydno7l3dv6xiqpaxrxbmqd,Calvo,D. Calvo
Real Oviedo,OVI,13,Aarón Escandell,1j75xt37w8q04ixbyjwhtfh05,Escandell,A. Escandell
Real Oviedo,OVI,14,O. Ejaria,135s5jb8qkcap8ec8cv47p9sl,Ejaria,O. Ejaria
Real Oviedo,OVI,15,T. Fernández,9xyhn7xadm9zl908lonnj0x04,Fernández,T. Fernández
Real Oviedo,OVI,15,Oier Luengo,7duip0fhdb8lce5x0tgq2257t,Luengo,O. Luengo
Real Oviedo,OVI,16,David Carmo,9iqmeo87l56hr3gymmxgkxysq,Carmo,D. Carmo
Real Oviedo,OVI,16,Borja Sánchez,20d6omwpt4ophc6dsn4m7snh1,Sánchez,B. Sánchez
Real Oviedo,OVI,17,T. Borbas,7zilisi5cnkmr30dhdful2r1m,Borbas,T. Borbas
