team_name,team_code,Jersey Number,player_name,player_id,Short Display Name,Display Name
Real Oviedo,OVI,18,J. Brekalo,ec04djw7dspowrm7h7wr6e5ed,Brekalo,J. Brekalo
Real Oviedo,OVI,19,Álex Forés,cw9754xmqdnskeswigkl7u5ii,Forés,Á. Forés
Real Oviedo,OVI,20,L. Dendoncker,1emj0rlthc8syfleox4c39kut,Dendoncker,L. Dendoncker
Real Oviedo,OVI,21,L. Ilić,65je30iyno0ea0yylc355o3jd,Ilić,L. Ilić
Real Oviedo,OVI,22,Nacho Vidal,akjusy9dt1qd2fjhttviek6ol,Vidal,N. Vidal
Real Oviedo,OVI,23,S. Rondón,20wvh9al53baedfzbzykpvkyd,Rondón,S. Rondón
Real Oviedo,OVI,23,N. Fonseca,kswz5xg9b8d2zzslpfxpn7fu,Fonseca,N. Fonseca
Real Oviedo,OVI,24,Lucas Ahijado,8n42fc5g0qewvh9pdh4ef1e51,Ahijado,L. Ahijado
Real Oviedo,OVI,25,Javi López,6p8xl2smgf1ta7txpcj7cabu2,López,J. López
Real Oviedo,OVI,27,Pablo Agudín,bj7ybt2wtu63dxlhnlcy9vdas,Agudín,P. Agudín
Real Oviedo,OVI,29,Omar Falah,4oixsgmsfh4uvhfg7vr9hw4yc,Falah,O. Falah
Real Oviedo,OVI,30,Marco Esteban,d2oms9lfq6bvd9w3xizmo5h5g,Esteban,M. Esteban
Rayo Vallecano de Madrid,RAY,1,Dani Cárdenas,9xhbpn45z9wvjidbmparzkdm1,Cárdenas,D. Cárdenas
Rayo Vallecano de Madrid,RAY,2,A. Rațiu,38dhmhce7deuqgqmc3p7nhai2,Rațiu,A. Rațiu
Rayo Vallecano de Madrid,RAY,3,Pep Chavarría,amt4voyjzhnvr55t08hzlw50q,Chavarría,P. Chavarría
Rayo Vallecano de Madrid,RAY,4,Pedro Díaz,7vb4xrwk7sbgpxzgiwwbt4s89,Díaz,P. Díaz
Rayo Vallecano de Madrid,RAY,5,Luiz Felipe,f5blplnlgn04f54kqsfx1b7qh,Felipe,L. Felipe
Rayo Vallecano de Madrid,RAY,6,P. Ciss,1ho7koiegfhsuevuum2meibu2,Ciss,P. Ciss
Rayo Vallecano de Madrid,RAY,7,Isi Palazón,3ca7tqrdasmeop6ud9zot0wdl,Palazón,I. Palazón
Rayo Vallecano de Madrid,RAY,8,Ó. Trejo,676ehh6cwla4o9igey7qr1uqd,Trejo,Ó. Trejo
Rayo Vallecano de Madrid,RAY,9,Alemão,7ppmuz6ays7s0v3gk2x4ecb1l,Alemão,Alemão
Rayo Vallecano de Madrid,RAY,10,Sergio Camello,1bdnkqbxm2u5ror7ipig5m73e,Camello,S. Camello
Rayo Vallecano de Madrid,RAY,11,Randy Nteka,a045sz2acqbfgyq9puwsu8sx6,Nteka,R. Nteka
Rayo Vallecano de Madrid,RAY,12,I. Akhomach,73jvx4opw9wvawwpg0bnt8ay2,Akhomach,I. Akhomach
Rayo Vallecano de Madrid,RAY,13,A. Batalla,9h6xf4ac4rpsjpummcdx26z9,Batalla,A. Batalla
Rayo Vallecano de Madrid,RAY,14,Carlos Martín,c90gk99jn34wxtlad784hpnv8,Martín,C. Martín
Rayo Vallecano de Madrid,RAY,15,Gerard Gumbau,f0a2qk3jzxercn67bben5eled,Gumbau,G. Gumbau
Rayo Vallecano de Madrid,RAY,16,A. Mumin,lp63o37czdwete0smmu62k89,Mumin,A. Mumin
Rayo Vallecano de Madrid,RAY,17,Unai López,u04ao1ldrjjesgqq52o7ghqt,López,U. López
Rayo Vallecano de Madrid,RAY,18,Álvaro García,8eh38t4oyyt728co362f6uqqd,García,Á. García
Rayo Vallecano de Madrid,RAY,19,Jorge de Frutos,c157xhi78x9cykn7xz816bjd,de Frutos,J. de Frutos
Rayo Vallecano de Madrid,RAY,20,I. Balliu,bpfp895223p7w0px2ui3nb2l1,Balliu,I. Balliu
Rayo Vallecano de Madrid,RAY,21,Fran Pérez,66fshzi5f86wt1lwa4kdhiooa,Pérez,F. Pérez
Rayo Vallecano de Madrid,RAY,22,P. Espino,2qauzcv74cd8uqfv2ibl52ymt,Espino,P. Espino
Rayo Vallecano de Madrid,RAY,23,Óscar Valentín,8onruhr4es313aq52xsl7nxlh,Valentín,Ó. Valentín
Rayo Vallecano de Madrid,RAY,24,F. Lejeune,533095rnz0k8mxqe6gzn0mfo5,Lejeune,F. Lejeune
Rayo Vallecano de Madrid,RAY,27,Pelayo Fernández,a8g1nr2nrtkbm34v91bhz44d0,Fernández,P. Fernández
Rayo Vallecano de Madrid,RAY,28,Samu Becerra,2pdz9y2nbrc1dnfkskrostn2s,Becerra,S. Becerra
Rayo Vallecano de Madrid,RAY,32,N. Mendy,cdsidpd0i3ub2tvw47qt813x0,Mendy,N. Mendy
Rayo Vallecano de Madrid,RAY,33,J. Vertrouwd,asvxbmdd5j5tlz2fo1jpcrrx0,Vertrouwd,J. Vertrouwd
Real Madrid CF,RMA,1,T. Courtois,6crmq7vzqts58wg196q48sc7p,Courtois,T. Courtois
Real Madrid CF,RMA,2,Dani Carvajal,7oykphzczagr975xsqt70s89h,Carvajal,D. Carvajal
Real Madrid CF,RMA,3,Éder Militão,8wvkrrbqqthuwda8twg03yuax,Militão,É. Militão
Real Madrid CF,RMA,4,D. Alaba,6w5wyari2p4bh2zzy2x2f6hg5,Alaba,D. Alaba
Real Madrid CF,RMA,5,J. Bellingham,e83ula4wockmc2xid7185kcq2,Bellingham,J. Bellingham
Real Madrid CF,RMA,6,E. Camavinga,en2c7z1raqmcwee78297pbnu2,Camavinga,E. Camavinga
Real Madrid CF,RMA,7,Vinícius Júnior,b4witgokm49tidm1a83qcvbop,Júnior,V. Júnior
Real Madrid CF,RMA,8,F. Valverde,1i9wi65k2foqwudeqiyih87hl,Valverde,F. Valverde
Real Madrid CF,RMA,9,Endrick,14qv8npo5alwnb5dud8x82ln8,Endrick,Endrick
Real Madrid CF,RMA,10,K. Mbappé,5e9ilgrz3tzg9kd1gk3yvrahh,Mbappé,K. Mbappé
Real Madrid CF,RMA,11,Rodrygo,broq8imimhtlejtffissquy5m,Rodrygo,Rodrygo
Real Madrid CF,RMA,12,T. Alexander-Arnold,19z8jmren3eytg7fbuzqv73kl,Alexander-Arnold,T. Alexander-Arnold
Real Madrid CF,RMA,13,A. Lunin,38bp85766w04a0nuulq5fiig9,Lunin,A. Lunin
Real Madrid CF,RMA,14,A. Tchouaméni,aipyotc87m5bdvmvizd5n69k9,Tchouaméni,A. Tchouaméni
Real Madrid CF,RMA,15,A. Güler,39gif4xfy8xddarasbsad56ok,Güler,A. Güler
Real Madrid CF,RMA,16,Gonzalo García,4o9d3hpjlicgce9gtbewyzhn8,García,G. García
Real Madrid CF,RMA,17,Raúl Asencio,atj6u4qul0o2ca57etbmes07o,Asencio,R. Asencio
Real Madrid CF,RMA,18,Álvaro Carreras,a4kw8u4dqsslfwe1ux08lbmc,Carreras,Á. Carreras
Real Madrid CF,RMA,19,Dani Ceballos,i48mf81fxn2af1xxjzfi8gr9,Ceballos,D. Ceballos
Real Madrid CF,RMA,20,Fran García,39c5g6782qlrtw55fsre7exnt,García,F. García
Real Madrid CF,RMA,21,Brahim Díaz,3jln1gzc0859ymphvq83i0mp5,Díaz,B. Díaz
Real Madrid CF,RMA,22,A. Rüdiger,6fzbp94hf19ysotdassrqdc5x,Rüdiger,A. Rüdiger
Real Madrid CF,RMA,23,F. Mendy,6q69l3ppqfqbryjubcrujfi6t,Mendy,F. Mendy
Real Madrid CF,RMA,24,Dean Huijsen,d2hnxi1yi5rgqj1tvxh1813x0,Huijsen,D. Huijsen
Real Madrid CF,RMA,27,Diego Aguado,4luj0v1ttpt61sniftg4bxrtg,Aguado,D. Aguado
Real Madrid CF,RMA,28,Cestero,ecmpznived7xp45o7bm96csno,Cestero,Cestero
Real Madrid CF,RMA,30,F. Mastantuono,1fkntyd2z8e169yh98k0zst90,Mastantuono,F. Mastantuono
Real Madrid CF,RMA,35,David Jiménez,9650u1owvf264fwnuzc0zlfro,Jiménez,D. Jiménez
Real Madrid CF,RMA,37,Manuel Ángel,2spn42sn73gxwyt6ucobiknl6,Ángel,M. Ángel
Real Madrid CF,RMA,38,César Palacios,3r4r3w44ski0d4175zfe1iy38,Palacios,C. Palacios
Real Madrid CF,RMA,40,Valde,3pxte13sf3ybzb3cgvim1tqtw,Valdepeñas,V. Valdepeñas
Real Madrid CF,RMA,42,Daniel Yáñez,3r8kqt2bz34yw8e2h4jdp96hg,Yáñez,D. Yáñez
Real Madrid CF,RMA,45,Thiago Pitarch,9ksawmk9ligul6vfjihf50r8,Pitarch,T. Pitarch
Real Madrid CF,RMA,46,Ávaro Leiva,3jzkkcd5ysauxk07bli7ic2l0,Leiva,Á. Leiva
Real Madrid CF,RMA,51,Manu Serrano,804nhrv8ow2bq2rukelto650,Serrano,M. Serrano
Real Sociedad de Fútbol,RSO,1,Álex Remiro,w503zyr8ipyobglth281uklx,Remiro,Á. Remiro
Real Sociedad de Fútbol,RSO,2,J. Aramburu,ezbplvktzcvzh5kwur32110mi,Aramburu,J. Aramburu
Real Sociedad de Fútbol,RSO,3,Aihen Muñoz,bj929w5yi7lnz36jxsi5qnq7e,Muñoz,A. Muñoz
Real Sociedad de Fútbol,RSO,4,Jon Gorrotxategi,706la37b8u3v3n6mqtbjs73mc,Gorrotxategi,J. Gorrotxategi
Real Sociedad de Fútbol,RSO,5,Igor Zubeldia,48gjuou5eashpj8wbwd18iju1,Zubeldia,I. Zubeldia
Real Sociedad de Fútbol,RSO,6,Aritz Elustondo,e35v2pspdgl7t769d57e67ob9,Elustondo,A. Elustondo
Real Sociedad de Fútbol,RSO,7,Ander Barrenetxea,21vx56lpd276xqbu11ubkf78q,Barrenetxea,A. Barrenetxea
Real Sociedad de Fútbol,RSO,8,Beñat Turrientes,et849xmcdgsy5itb8i4w7qkq2,Turrientes,B. Turrientes
Real Sociedad de Fútbol,RSO,9,O. Óskarsson,euur9yvhgrieu4kl0vdkh244q,Óskarsson,O. Óskarsson
Real Sociedad de Fútbol,RSO,10,Mikel Oyarzabal,b45ryclny991bm7qosieyg1cl,Oyarzabal,M. Oyarzabal
Real Sociedad de Fútbol,RSO,11,Gonçalo Guedes,7pmigpf4yfi6dfih8e1ogdwb9,Guedes,G. Guedes
Real Sociedad de Fútbol,RSO,12,Y. Herrera,c320492cbp1otejfp1i1oane1,Herrera,Y. Herrera
Real Sociedad de Fútbol,RSO,13,Unai Marrero,b2xlrg9xvucrut2fhmvsgjuqy,Marrero,U. Marrero
Real Sociedad de Fútbol,RSO,14,T. Kubo,1qkep5ck252k1g3oqza5ygh61,Kubo,T. Kubo
Real Sociedad de Fútbol,RSO,15,Pablo Marín,aka2yqxmqpioxc1qzkl62ejv8,Marín,P. Marín
Real Sociedad de Fútbol,RSO,15,U. Sadiq,dtvmsnqlzn5672xb54zj8u7dh,Sadiq,U. Sadiq
Real Sociedad de Fútbol,RSO,15,Urko González de Zárate,7y8ns61qioqu7kfsqzkvkwhuy,González,U. González
Real Sociedad de Fútbol,RSO,16,D. Ćaleta-Car,6gymgqxnu2zavuxgp6amm3zkl,Ćaleta-Car,D. Ćaleta-Car
Real Sociedad de Fútbol,RSO,17,Sergio Gómez,d4tdx2ctadv6kc3tbq4as8bmx,Gómez,S. Gómez
Real Sociedad de Fútbol,RSO,18,Carlos Soler,dsmcqfl0e1be4ag7czbnolo15,Soler,C. Soler
Real Sociedad de Fútbol,RSO,19,Jon Karrikaburu,dqiuqhsqsayvldfazfnp8d46i,Karrikaburu,J. Karrikaburu
Real Sociedad de Fútbol,RSO,20,Álvaro Odriozola,5nluxvc0wi0u1d5zcy7be5rkl,Odriozola,Á. Odriozola
Real Sociedad de Fútbol,RSO,21,A. Zakharyan,6e4d1o09sl2ovlyyvhyd5xboq,Zakharyan,A. Zakharyan
Real Sociedad de Fútbol,RSO,22,Wesley,a5sz66h4t5kg1umvtth785jis,Wesley,Wesley
Real Sociedad de Fútbol,RSO,22,Mikel Goti,dci5jbkxxr0wddazufgbysxec,Goti,M. Goti
Real Sociedad de Fútbol,RSO,23,Brais Méndez,dvrk8qmt9ta4c3kvjgsad7t91,Méndez,B. Méndez
Real Sociedad de Fútbol,RSO,24,L. Sučić,9x5uo2wkxp9fk1arygbkl6u0a,Sučić,L. Sučić
Real Sociedad de Fútbol,RSO,26,Dani Díaz,2hqyw29ta24b0fk146a4mlf6c,Díaz,D. Díaz
Real Sociedad de Fútbol,RSO,31,Jon Martín,8krgbfnydbtyongkwnsaj43kk,Martín,J. Martín
Real Sociedad de Fútbol,RSO,33,Iñaki Rupérez,3eksuqblpadcgroqkg5ynldec,Rupérez,I. Rupérez
Real Sociedad de Fútbol,RSO,34,Arkaitz Mariezkurrena,66l9n4gqc4aau3bpc0qtpta8k,Mariezkurrena,A. Mariezkurrena
Real Sociedad de Fútbol,RSO,38,Luken Beitia,8qs8s7c173w8i1dfu06ub5zis,Beitia,L. Beitia
Real Sociedad de Fútbol,RSO,42,Gorka Carrera,bqltxeg4ejtd649kta3njitqs,Carrera,G. Carrera
Real Sociedad de Fútbol,RSO,44,Lander Astiazarán,ligleescbvmylb6qejczd6ok,Astiazarán,L. Astiazarán
Real Sociedad de Fútbol,RSO,46,Ibai Aguirre,d8m3jx634os7zwau1rufwkd0,Aguirre,I. Aguirre
Real Sociedad de Fútbol,RSO,47,J. Ochieng,1fcmd6qaiira468e8mph4sis4,Ochieng,J. Ochieng
Sevilla FC,SEV,1,O. Vlachodimos,7jtc6yk5xu4cm1an97wrgozbp,Vlachodimos,O. Vlachodimos
Sevilla FC,SEV,2,José Ángel Carmona,6jq376l673aizjxxhhos2j52i,Carmona,J. Carmona
Sevilla FC,SEV,3,César Azpilicueta,bvw1jgmhfyc896gfi6uj0skwl,Azpilicueta,C. Azpilicueta
Sevilla FC,SEV,3,Adrià Pedrosa,8rprxly1blrhq9cwhfqoheeax,Pedrosa,A. Pedrosa
Sevilla FC,SEV,4,Kike Salas,9nwkxgbl8t933pzu60ye4xxxw,Salas,K. Salas
Sevilla FC,SEV,5,T. Nianzou,2lwjtphx3bkjty9sds520l1ey,Nianzou,T. Nianzou
Sevilla FC,SEV,6,N. Gudelj,6vvwhgic29fekmmj2cg62ytp1,Gudelj,N. Gudelj
Sevilla FC,SEV,7,Isaac Romero,45rxt159xjefvxlfgeykclw8a,Romero,I. Romero
Sevilla FC,SEV,8,Joan Jordán,8ycvfctf7c3yljnbtltsogkph,Jordán,J. Jordán
Sevilla FC,SEV,9,A. Adams,6mf11pv0pfvyl9vom1i1pi0yy,Adams,A. Adams
Sevilla FC,SEV,10,A. Sánchez,vl1b0gayryiqvl5dlukpmswl,Sánchez,A. Sánchez
Sevilla FC,SEV,10,D. Lukébakio,5cw4n6kdaa7imeyaiuo2pnq39,Lukébakio,D. Lukébakio
Sevilla FC,SEV,11,R. Vargas,4zrut521fzw9fddqt74pnl756,Vargas,R. Vargas
Sevilla FC,SEV,12,G. Suazo,8yak0o9o7z5j5ribga3ui2cb9,Suazo,G. Suazo
Sevilla FC,SEV,13,Ø. Nyland,cfc7fqq748bz3nklfam2a2fp,Nyland,Ø. Nyland
Sevilla FC,SEV,14,Peque Fernández,42laa1qwbzlcruyrmlg5o1fu2,Fernández,P. Fernández
Sevilla FC,SEV,15,Fábio Cardoso,3enoici51osego5k1w41fuaqd,Cardoso,F. Cardoso
Sevilla FC,SEV,16,Juanlu Sánchez,7j2h7bq14b9n6xephp8vchfu2,Sánchez,J. Sánchez
Sevilla FC,SEV,17,N. Maupay,xu7mykgl15kaib3olilmsez9,Maupay,N. Maupay
Sevilla FC,SEV,17,Alfon González,7lo14fnq32yyyqql6jws5w3xl,González,A. González
Sevilla FC,SEV,18,L. Agoumé,c8mp2wwwyvy930vfjnivg2hre,Agoumé,L. Agoumé
Sevilla FC,SEV,19,B. Mendy,boa0e436nc3u53cumlao9ulex,Mendy,B. Mendy
Sevilla FC,SEV,20,D. Sow,7cdiijsvnfc7tafy0zkf4uz9,Sow,D. Sow
Sevilla FC,SEV,21,C. Ejuke,6ufkq71qh9wrfyaez5yi94e09,Ejuke,C. Ejuke
Sevilla FC,SEV,22,F. Gattoni,8wwn9qai1bpesujve04sb225m,Gattoni,F. Gattoni
Sevilla FC,SEV,22,Ramón Martínez,4kgjbmlzo6ygdccbue3zvjm96,Martínez,R. Martínez
Sevilla FC,SEV,23,Marcão,1ghrcpi1cl0koh36puwblbfmd,Marcão,Marcão
Sevilla FC,SEV,24,A. Januzaj,7atmb373dynu9s9gnl613ox5h,Januzaj,A. Januzaj
Sevilla FC,SEV,27,S. Idumbo,370bp4zp3mxe27rtx3gwhcems,Idumbo,S. Idumbo
Sevilla FC,SEV,28,Manu Bueno,35i9zcb2szve0ydjga9qnj384,Bueno,M. Bueno
Sevilla FC,SEV,29,Miguel Ángel,9lzqgedy6aaouokqenirdbu38,Ángel,M. Ángel
Sevilla FC,SEV,31,Alberto Flores,944mc5icxdleh4kvaamvpa9zo,Flores,A. Flores
Sevilla FC,SEV,32,Andrés Castrín,bofeh3blk8nn3ml0pjwuig4r8,Castrín,A. Castrín
Sevilla FC,SEV,36,Oso,6bj5k49arillmrgqk04bxvx1w,Oso,Oso
Valencia CF,VAL,1,S. Dimitrievski,5dfvefxvwj8kixbajluw25mtx,Dimitrievski,S. Dimitrievski
Valencia CF,VAL,2,G. Rodríguez,73efpm314q2paeacsvp4e8q8l,Rodríguez,G. Rodríguez
Valencia CF,VAL,3,Copete,3n66mcws9belxbv3pu5uwhfu2,Copete,Copete
Valencia CF,VAL,4,Unai Núñez,e8s9ssopq5nmp51zymvqp8jbp,Núñez,U. Núñez
Valencia CF,VAL,4,M. Diakhaby,eucssbf7wamb41y1gixfodivp,Diakhaby,M. Diakhaby
Valencia CF,VAL,5,César Tárrega,2u8bekuidiwqz1gvb4vd3uhg,Tárrega,C. Tárrega
Valencia CF,VAL,6,U. Sadiq,dtvmsnqlzn5672xb54zj8u7dh,Sadiq,U. Sadiq
Valencia CF,VAL,7,A. Danjuma,4rktv6j9sioe0gmu7jt77fsh5,Danjuma,A. Danjuma
Valencia CF,VAL,8,Javi Guerra,aqqd7tq7z6bj3wn3u3sz3uuqc,Guerra,J. Guerra
Valencia CF,VAL,9,Hugo Duro,7yieh5r0uzk6d6x9o060c2bfu,Duro,H. Duro
Valencia CF,VAL,10,André Almeida,9dc4qkvh0vk5kwymibji00kp,Almeida,A. Almeida
Valencia CF,VAL,11,Luis Rioja,6kc8ieszwg6u00e3sa554y7yt,Rioja,L. Rioja
Valencia CF,VAL,12,Thierry Correia,8vmrboswsfyb5bfoq07s6susp,Correia,T. Correia
Valencia CF,VAL,13,Cristian Rivero,bqrz2xmu25taby17bl7cycjqh,Rivero,C. Rivero
Valencia CF,VAL,14,José Gayà,5b1q9bpe23j98eoy4fwi7ld5h,Gayà,J. Gayà
Valencia CF,VAL,15,L. Beltrán,a6ud2u88utl6khwf0c4qbdox6,Beltrán,L. Beltrán
Valencia CF,VAL,16,Diego López,4j3u6v01emo9nsel7uw00qsfe,López,D. López
Valencia CF,VAL,17,L. Ramazani,blvf8qsi6iy6ejyer58okyxka,Ramazani,L. Ramazani
Valencia CF,VAL,18,Pepelu,3702btkgwxf6tq92ouekd7ro5,Pepelu,Pepelu
Valencia CF,VAL,19,Dani Raba,pr0nfcph8mlm3plq9b69o8a1,Raba,D. Raba
Valencia CF,VAL,20,D. Foulquier,wlqj34ev5mucxtfx6j4tr9at,Foulquier,D. Foulquier
Valencia CF,VAL,20,R. Saravia,1df6vkt0yostndfiypbily0np,Saravia,R. Saravia
Valencia CF,VAL,21,Jesús Vázquez,d6kzekcwqw0q8fq6wt6rmyusq,Vázquez,J. Vázquez
Valencia CF,VAL,22,B. Santamaría,9br2z5cf6stmnidehwo5a8afp,Santamaría,B. Santamaría
Valencia CF,VAL,23,F. Ugrinic,94md3wf5xab5mnj5niiwq33zd,Ugrinic,F. Ugrinic
Valencia CF,VAL,24,E. Cömert,5uig03vbbv71f0q31cp3vfbv9,Cömert,E. Cömert
Valencia CF,VAL,25,Julen Agirrezabala,1tctbwsidibct7wphjgv8mdm2,Agirrezabala,J. Agirrezabala
Valencia CF,VAL,26,Rubén Iranzo,b4k7aa5fph5t3usotjsw8ygyy,Iranzo,R. Iranzo
Villarreal CF,VIL,1,Luíz Júnior,6ddxujeb3873j5evwiz8n4wt0,Júnior,L. Júnior
Villarreal CF,VIL,2,Logan Costa,59knsm910b1ruk024rkksla3u,Costa,L. Costa
Villarreal CF,VIL,3,A. Freeman,6g7i7z6m8vts105dny1g6z3hm,Freeman,A. Freeman
Villarreal CF,VIL,3,Adrià Alti,9p87liko3b1jjpjmi19135y0a,Alti,A. Alti
Villarreal CF,VIL,4,Rafa Marín,d27r61wcc9az0shpevisc4iga,Marín,R. Marín
Villarreal CF,VIL,5,W. Kambwala,bxp1wr68i1mykrkj3083mvml0,Kambwala,W. Kambwala
Villarreal CF,VIL,6,Pau Navarro,9rtfwu0z7qtk1kglenp2vm13o,Navarro,P. Navarro
Villarreal CF,VIL,6,M. Solomon,f0drogjsrwqv3hyjxuqcnk8vd,Solomon,M. Solomon
Villarreal CF,VIL,7,Gerard Moreno,2biwwlvzgsu5kmyw5w1adpmtx,Moreno,G. Moreno
Villarreal CF,VIL,8,J. Foyth,5soi8e2hlk77rlsbsl76hg3xl,Foyth,J. Foyth
Villarreal CF,VIL,9,G. Mikautadze,8bvn7mn5tjfj3l2bnpvm75gmi,Mikautadze,G. Mikautadze
Villarreal CF,VIL,10,Dani Parejo,c29mprqv2ulztd22b6uckczx1,Parejo,D. Parejo
Villarreal CF,VIL,11,I. Akhomach,73jvx4opw9wvawwpg0bnt8ay2,Akhomach,I. Akhomach
Villarreal CF,VIL,11,Alfon González,7lo14fnq32yyyqql6jws5w3xl,González,A. González
Villarreal CF,VIL,12,Renato Veiga,bfdtduknquzhr2br7ahlgvvo4,Veiga,R. Veiga
Villarreal CF,VIL,14,Santi Comesaña,b5rea5r4h8bclpenau2au142x,Comesaña,S. Comesaña
Villarreal CF,VIL,15,S. Mouriño,albt55j4oir1veynmos532psk,Mouriño,S. Mouriño
Villarreal CF,VIL,16,T. Partey,dydwiixiims98cx2iihfuf8wl,Partey,T. Partey
Villarreal CF,VIL,17,T. Buchanan,acx78ftnm61hm01wpmme77hbe,Buchanan,T. Buchanan
Villarreal CF,VIL,18,P. Gueye,ekm47qd8w1x0456lm1tmf5re1,Gueye,P. Gueye
Villarreal CF,VIL,19,N. Pépé,3n9jnuteyjx6w6dxviuead0b9,Pépé,N. Pépé
Villarreal CF,VIL,20,Alberto Moleiro,1qkneebzln8byl9td2aswznmy,Moleiro,A. Moleiro
Villarreal CF,VIL,21,T. Oluwaseyi,2mhvgtcem9qn2yzobtkqiegpg,Oluwaseyi,T. Oluwaseyi
Villarreal CF,VIL,21,Yeremy Pino,4eezya3lwcwur6c8s6rl0rzvu,Pino,Y. Pino
Villarreal CF,VIL,22,Ayoze Pérez,drwacyyicuhy3heg4j0ipqj85,Pérez,A. Pérez
Villarreal CF,VIL,23,Sergi Cardona,4x854vpovag131b2kdutv4qju,Cardona,S. Cardona
Villarreal CF,VIL,24,Alfonso Pedraza,eh70fwampgdyfv3hu25o2qx,Pedraza,A. Pedraza
Villarreal CF,VIL,25,Arnau Tenas,4ffmlhvbjvfjjnhr0byktvt62,Tenas,A. Tenas
Villarreal CF,VIL,29,K. Etta Eyong,bl3o0pt262qax5cwv4jeu82s4,Etta Eyong,K. Etta Eyong
Villarreal CF,VIL,32,Hugo López,63i6o2zienvxlanzwc6pf8cus,López,H. López
Villarreal CF,VIL,33,Pau Cabanes,6qlpnu6rv60qui02axtaii8lw,Cabanes,P. Cabanes
Villarreal CF,VIL,37,Carlos Maciá,bzq3430ybx8y4n09hgqtxkt90,Maciá,C. Maciá
Villarreal CF,VIL,38,A. Diatta,a8pnwy8wy8ytwek1ovtxkaivo,Diatta,A. Diatta